FIPS,renter_occupied
060376205223,688
060376206011,320
060376206012,626
060376206013,817
060376206014,1334
060376206021,303
060376206022,98
060376206023,100
060376206024,258
060376206025,331
060376207011,1401
060376207012,1062
060376207013,315
060376207014,217
060376207031,98
060376207032,399
060376207033,16
060376207041,663
060376207042,215
060376208011,73
060376208012,73
060376208013,40
060376208014,280
060376208015,52
060376208021,329
060376208022,563
060376208023,146
060376209011,199
060376209012,40
060376209013,129
060376209041,221
060376209042,322
060376209043,334
060376210011,373
060376210012,364
060376210013,1069
060376210051,251
060376210052,571
060376210053,125
060376210054,404
060376210055,48
060376210056,478
060376211021,279
060376211022,886
060376211041,514
060376211042,402
060376211043,988
060376211044,1281
060376211045,944
060376212011,1288
060376212012,669
060376212013,1405
060376212041,285
060376212042,152
060376212043,1295
060376213011,341
060376213012,1180
060376213013,661
060376213014,136
060376213241,877
060376213242,628
060376213243,1072
060376213261,821
060376213262,564
060376213263,879
060376214001,719
060376214002,778
060376214003,216
060376214004,669
060376500011,537
060376500012,70
060376500013,553
060376500014,218
060376500015,419
060376500031,1137
060376500032,684
060376500041,411
060376500042,449
060376500043,340
060376500044,671
060376501011,146
060376501012,25
060376501013,841
060376501014,545
060376501021,164
060376501022,343
060376502001,116
060376502002,215
060376502003,797
060376502004,428
060376503001,339
060376503002,391
060376503003,992
060376503004,1489
060376503005,746
060376504011,108
060376504012,88
060376504013,237
060376504014,196
060376504015,38
060376505011,373
060376505012,242
060376505013,26
060376505021,641
060376505022,415
060376506031,986
060376506032,262
060376506041,1208
060376506042,1021
060376506043,1740
060376506044,1441
060376506051,2032
060376506061,1729
060376506062,1771
060376506071,1540
060376507011,65
060376507012,499
060376507021,375
060376507022,228
060376507023,213
060376508011,882
060376508012,358
060376508021,1187
060376508022,522
060376509011,495
060376509012,908
060376509013,321
060376509014,842
060376509031,1186
060376509032,1552
060376509033,651
060376509041,239
060376509042,872
060376510011,78
060376510012,125
060376510013,600
060376510014,142
060376510021,393
060376510022,264
060376510023,487
060376510024,644
060376511011,372
060376511012,1853
060376511021,1151
060376511022,479
060376512011,113
060376512012,775
060376512013,113
060376512014,0
060376512211,1211
060376512212,1232
060376512221,2404
060376512222,851
060376512223,929
060376513021,904
060376513022,0
060376513023,52
060376513024,68
060376513025,527
060376513026,130
060376513041,353
060376513042,167
060376513043,1192
060376513044,460
060376513045,133
060376514011,603
060376514012,396
060376514021,913
060376514022,734
060376514023,444
060376514024,637
060376700011,796
060376700012,594
060376700021,365
060376700022,1962
060376700031,248
060376700032,917
060376700033,869
060376700034,842
060376701011,1602
060376701012,363
060376701021,2071
060376701022,1134
060376702011,224
060376702012,252
060376702021,114
060376703241,53
060376703242,140
060376703243,0
060376703244,511
060376703261,201
060376703262,25
060376703263,44
060376703281,50
060376703282,15
060376703283,488
060376704051,285
060376704052,188
060376704061,199
060376704071,2096
060376704072,799
060376704073,376
060376704131,465
060376704132,780
060376704161,515
060376704162,1453
060376704171,427
060376704181,274
060376704182,262
060376705001,73
060376706031,221
060376706041,167
060376706042,722
060376706043,0
060376707011,212
060376707012,336
060376707013,196
060376707014,0
060376707021,40
060376707022,58
060376707023,195
060376707024,71
060376707025,0
060377001011,1280
060377001012,1481
060377001013,723
060377001014,1083
060377001015,566
060377001021,1218
060377001022,1596
060377001023,1441
060377002001,485
060377002002,1179
060377002003,1418
060377002004,1291
060377002005,599
060377002006,1316
060377003001,725
060377003002,981
060377003003,1313
060377003004,780
060377004001,1930
060377004002,239
060377004003,1135
060377004004,370
060377005011,1069
060377005012,947
060377005013,446
060377005021,743
060377005022,1123
060377005023,810
060377006001,275
060377006002,29
060377006003,0
060377006004,225
060377006005,146
060377007001,270
060377007002,168
060377007003,53
060377008011,669
060377008012,863
060377008013,483
060377008014,0
060377008021,1070
060377008022,825
060377008023,1282
060377009011,486
060377009012,282
060377009013,334
060377009014,967
060377009021,1579
060377009022,1489
060377009023,943
060377009024,1157
060377010001,431
060377010002,625
060377010003,341
060377010004,1121
060377010005,672
060377012011,209
060377012012,255
060377012013,148
060377012014,42
060377012015,36
060377012021,961
060377012022,1149
060377013021,1105
060377013022,1270
060377013023,1364
060377013041,65
060377013042,949
060377013043,1443
060377013044,39
060377014021,1478
060377014022,1961
060377014023,1238
060377014024,598
060377015011,1198
060377015012,1072
060377015013,1766
060377015021,615
060377015022,996
060377015023,790
060377016011,197
060377016012,747
060377016013,259
060377016014,422
060377016021,1024
060377016022,894
060377016023,698
060377017011,354
060377017012,1266
060377017013,983
060377017021,824
060377017022,943
060377017023,929
060377018011,529
060377018012,342
060377018013,2129
060377018014,2543
060377018021,1361
060377018022,580
060377018023,907
060377018024,637
060377019021,2770
060377019022,973
060377019023,957
060377020021,1056
060377020022,1352
060377020023,1612
060377020024,1114
060377021021,688
060377021022,311
060377021023,571
060377021024,1102
060377021025,377
060377021026,449
060377021027,1004
060377022011,791
060377022012,328
060377022013,435
060377022014,341
060377022015,380
060377022021,626
060377022022,349
060377022023,32
060377022024,69
060377022025,663
060377023001,914
060377023002,502
060377023003,370
060377023004,716
060377023005,365
060377024001,810
060377024002,491
060377024003,632
060377024004,215
060377024005,413
060377025011,475
060377025012,389
060377025013,621
060377025014,585
060377025015,303
060377025021,247
060377025022,274
060377025023,776
060377026001,317
060377026002,215
060377026003,369
060377026004,391
060377026005,0
060377026006,80
060377027001,114
060377027002,247
060377027003,61
060377027004,349
060377028011,1262
060377028012,415
060377028013,457
060377028021,723
060377028022,617
060377028031,662
060377028032,968
060377028033,504
060377029001,2253
060377029002,2567
060377029003,2831
060377029004,1166
060377030021,466
060377030022,402
060377030023,1053
060377030024,0
060377030031,1859
060377030032,465
060377030033,19
060377030034,335
060377031001,0
060377031002,39
060377031003,104
060377031004,665
060377031005,348
060377031006,582
060377032001,331
060377032002,279
060377032003,168
060377032004,104
060377032005,39
060377032006,168
060378001011,456
060378001012,42
060378001031,639
060378001032,90
060378001041,1036
060378002021,179
060378002022,46
060378002023,925
060378002041,465
060378002042,552
060378002051,1628
060378002052,878
060378002061,251
060378002062,101
060378003241,192
060378003242,134
060378003243,307
060378003244,359
060378003251,230
060378003252,165
060378003281,238
060378003331,1385
060378003341,18
060378003342,597
060378003343,113
060378003351,197
060378003352,120
060378003353,308
060378003354,44
060378003361,214
060378003362,0
060378003371,1207
060378003372,1224
060378003381,78
060378003382,163
060378003383,0
060378003384,338
060378003385,500
060378004061,285
060378004062,261
060378004101,190
060378004111,286
060378004112,241
060378004121,183
060378004122,324
060378005041,654
060378005061,293
060378005062,67
060378005063,251
060379001021,189
060379001031,630
060379001032,1008
060379001033,532
060379001041,463
060379001042,829
060379001043,357
060379003011,1525
060379005011,485
060379005012,1555
060379005013,617
060379005041,1247
060379005042,750
060379005043,729
060379005051,873
060379005052,812
060379005061,1156
060379005062,889
060379005081,698
060379005082,401
060379005091,509
060379005092,910
060379005093,451
060379005101,1161
060379005102,873
060379005103,349
060379006021,631
060379006022,1429
060379006061,1709
060379006062,1675
060379006071,1014
060379006072,1036
060379006081,854
060379006082,491
060379006091,518
060379006092,1069
060379006093,797
060379006101,263
060379006102,673
060379006111,1581
060379006112,1015
060379007011,1025
060379007012,745
060379007013,548
060379007014,419
060379007031,2065
060379007032,648
060379007033,1530
060379007041,2059
060379007042,1257
060379007051,187
060379007052,1485
060379007053,844
060379008041,1643
060379008042,703
060379008051,213
060379008052,954
060379008053,266
060379008061,1985
060379008062,1912
060379008071,220
060379008072,1393
060379008081,1752
060379008082,930
060379009011,1203
060379009012,427
060379009021,80
060379009022,76
060379010031,0
060379010071,520
060379010072,81
060379010081,604
060379010082,1139
060379010091,356
060379010092,1042
060379010093,307
060379010101,293
060379010102,637
060379010103,882
060379010104,377
060379010111,1154
060379010112,625
060379010113,996
060379010121,1212
060379010122,798
060379010131,276
060379010132,321
060379010141,756
060379010142,565
060379011011,892
060379011012,1178
060379011021,383
060379011022,329
060379011023,654
060379012091,447
060379012101,322
060379012141,744
060379012142,601
060379012151,0
060379012152,753
060379012161,102
060379012171,63
060379012181,31
060379013001,840
060379100021,1648
060379100022,787
060379100023,578
060379102101,328
060379102102,375
060379102103,537
060379102111,384
060379102121,231
060379102122,455
060379102131,515
060379102141,120
060379102142,802
060379102143,544
060379102151,127
060379102152,777
060379102153,1116
060379102161,212
060379102162,848
060379102171,190
060379102172,728
060379102181,531
060379102182,799
060379102183,756
060379103011,357
060379103012,468
060379103021,29
060379103022,132
060379103023,224
060379103024,432
060379104011,0
060379104012,1413
060379104013,1661
060379104041,278
060379104042,2046
060379104051,2007
060379104052,919
060379104053,1720
060379105011,1311
060379105012,1805
060379105013,2064
060379105021,1416
060379105022,1639
060379105041,633
060379105042,1247
060379105043,335
060379105051,567
060379105052,392
060379106011,1079
060379106012,544
060379106013,363
060379106021,1026
060379106022,1618
060379106051,832
060379106052,910
060379106061,1175
060379106062,165
060379106071,610
060379106072,985
060379106081,877
060379106082,578
060379107061,507
060379107062,1382
060379107071,471
060379107072,1701
060379107091,100
060379107121,652
060379107131,656
060379107132,276
060379107133,836
060379107141,832
060379107142,361
060379107151,341
060379107152,581
060379107153,486
060379107161,855
060379107162,998
060379107171,53
060379107181,387
060379107182,62
060379107183,176
060379107191,0
060379107192,1613
060379107201,1027
060379107202,1006
060379107211,1700
060379107212,215
060379108041,309
060379108071,151
060379108072,941
060379108081,24
060379108082,164
060379108091,6
060379108101,266
060379108141,194
060379108142,34
060379108151,108
060379108152,202
060379108153,43
060379110011,137
060379110012,165
060379110013,457
060379111001,1768
060379111002,470
060379111003,551
060379200131,249
060379200132,54
060379200133,1014
060379200151,741
060379200152,0
060379200161,64
060379200162,567
060379200171,54
060379200172,465
060379200173,47
060379200181,110
060379200182,126
060379200201,179
060379200202,177
060379200203,196
060379200281,509
060379200282,100
060379200283,427
060379200291,624
060379200292,595
060379200293,524
060379200301,205
060379200302,270
060379200303,218
060379200311,0
060379200312,115
060379200313,34
060379200314,326
060379200341,0
060379200342,442
060379200351,1068
060379200352,1220
060379200353,40
060379200354,377
060379200355,180
060379200381,647
060379200382,665
060379200391,145
060379200401,802
060379200411,2013
060379200421,394
060379200422,238
060379200423,116
060379200424,1271
060379200425,487
060379200431,413
060379200432,1270
060379200441,305
060379200442,202
060379200451,70
060379200452,174
060379200453,225
060379200461,2208
060379200471,4552
060379200472,1055
060379200473,1585
060379200481,299
060379200482,356
060379200483,752
060379200491,27
060379200492,310
060379200501,246
060379201021,554
060379201022,87
060379201023,828
060379201041,282
060379201061,555
060379201091,450
060379201092,648
060379201093,0
060379201101,33
060379201102,874
060379201111,57
060379201112,249
060379201121,309
060379201122,254
060379201123,414
060379201141,0
060379201142,252
060379201143,391
060379201144,1604
060379201151,23
060379201152,387
060379201153,1531
060379201161,79
060379201162,225
060379201163,33
060379201181,144
060379201182,149
060379201183,239
060379201191,9
060379201201,549
060379201202,0
060379201211,1044
060379201212,782
060379201213,693
060379202001,0
060379203031,754
060379203121,821
060379203122,942
060379203123,852
060379203131,441
060379203132,332
060379203133,33
060379203141,1140
060379203142,126
060379203221,172
060379203222,193
060379203261,1139
060379203262,896
060379203263,682
060379203281,615
060379203291,2012
060379203292,811
060379203293,102
060379203301,113
060379203302,0
060379203303,376
060379203304,351
060379203311,468
060379203312,333
060379203313,190
060379203321,276
060379203322,65
060379203341,470
060379203342,424
060379203343,665
060379203344,246
060379203381,60
060379203382,517
060379203383,192
060379203391,1354
060379203392,674
060379203393,543
060379203401,552
060379203402,1281
060379203411,1671
060379203412,1545
060379203421,1041
060379203422,881
060379203431,1728
060379203432,1167
060379304001,10
060379304002,37
060379304003,106
060379800011,0
060379800021,0
060379800031,0
060379800041,0
060379800051,0
060379800061,0
060379800071,0
060379800081,150
060379800091,0
060379800101,87
060379800111,65
060379800121,0
060379800131,0
060379800141,44
060379800151,995
060379800161,322
060379800171,194
060379800181,0
060379800191,13
060379800201,0
060379800211,0
060379800221,0
060379800231,0
060379800241,37
060379800251,444
060379800261,0
060379800281,0
060379800301,0
060379800311,15
060379800331,13
060379800341,9
060379800351,454
060379800361,222
060379800371,0
060379800381,0
060379800391,0
060379901000,0
060379902000,0
060379903000,0
