"GEO_ID","NAME","B25008_001E","B25008_001M","B25008_002E","B25008_002M","B25008_003E","B25008_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied","Margin of Error!!Total:!!Owner occupied","Estimate!!Total:!!Renter occupied","Margin of Error!!Total:!!Renter occupied",
"1500000US060377008012","Block Group 2, Census Tract 7008.01, Los Angeles County, California","1355","352","492","218","863","302",
"1500000US060377008013","Block Group 3, Census Tract 7008.01, Los Angeles County, California","719","346","236","260","483","229",
"1500000US060377008014","Block Group 4, Census Tract 7008.01, Los Angeles County, California","618","270","618","270","0","13",
"1500000US060377008021","Block Group 1, Census Tract 7008.02, Los Angeles County, California","1665","462","595","277","1070","446",
"1500000US060377008022","Block Group 2, Census Tract 7008.02, Los Angeles County, California","1109","289","284","88","825","283",
"1500000US060377008023","Block Group 3, Census Tract 7008.02, Los Angeles County, California","1537","451","255","190","1282","423",
"1500000US060377009011","Block Group 1, Census Tract 7009.01, Los Angeles County, California","657","175","171","132","486","156",
"1500000US060377009012","Block Group 2, Census Tract 7009.01, Los Angeles County, California","518","182","236","134","282","126",
"1500000US060377009013","Block Group 3, Census Tract 7009.01, Los Angeles County, California","743","279","409","243","334","129",
"1500000US060377009014","Block Group 4, Census Tract 7009.01, Los Angeles County, California","2051","701","1084","408","967","783",
"1500000US060377009021","Block Group 1, Census Tract 7009.02, Los Angeles County, California","2191","718","612","435","1579","636",
"1500000US060377009022","Block Group 2, Census Tract 7009.02, Los Angeles County, California","1773","553","284","183","1489","549",
"1500000US060377009023","Block Group 3, Census Tract 7009.02, Los Angeles County, California","1255","424","312","294","943","350",
"1500000US060377009024","Block Group 4, Census Tract 7009.02, Los Angeles County, California","1592","405","435","376","1157","339",
"1500000US060377010001","Block Group 1, Census Tract 7010, Los Angeles County, California","558","377","127","102","431","370",
"1500000US060377010002","Block Group 2, Census Tract 7010, Los Angeles County, California","747","361","122","102","625","366",
"1500000US060377010003","Block Group 3, Census Tract 7010, Los Angeles County, California","928","336","587","265","341","215",
"1500000US060377010004","Block Group 4, Census Tract 7010, Los Angeles County, California","1705","429","584","339","1121","289",
"1500000US060377010005","Block Group 5, Census Tract 7010, Los Angeles County, California","1095","334","423","216","672","309",
"1500000US060377012011","Block Group 1, Census Tract 7012.01, Los Angeles County, California","856","268","647","208","209","224",
"1500000US060377012012","Block Group 2, Census Tract 7012.01, Los Angeles County, California","796","239","541","203","255","166",
"1500000US060377012013","Block Group 3, Census Tract 7012.01, Los Angeles County, California","779","216","631","199","148","122",
"1500000US060377012014","Block Group 4, Census Tract 7012.01, Los Angeles County, California","941","257","899","250","42","63",
"1500000US060377012015","Block Group 5, Census Tract 7012.01, Los Angeles County, California","636","185","600","181","36","59",
"1500000US060377012021","Block Group 1, Census Tract 7012.02, Los Angeles County, California","1752","419","791","386","961","257",
"1500000US060377012022","Block Group 2, Census Tract 7012.02, Los Angeles County, California","1886","233","737","179","1149","216",
"1500000US060377013021","Block Group 1, Census Tract 7013.02, Los Angeles County, California","1465","331","360","231","1105","300",
"1500000US060377013022","Block Group 2, Census Tract 7013.02, Los Angeles County, California","1439","324","169","183","1270","320",
"1500000US060377013023","Block Group 3, Census Tract 7013.02, Los Angeles County, California","1952","430","588","253","1364","372",
"1500000US060377013041","Block Group 1, Census Tract 7013.04, Los Angeles County, California","1866","581","1801","562","65","113",
"1500000US060377013042","Block Group 2, Census Tract 7013.04, Los Angeles County, California","1812","458","863","306","949","381",
"1500000US060377013043","Block Group 3, Census Tract 7013.04, Los Angeles County, California","2501","643","1058","448","1443","575",
"1500000US060377013044","Block Group 4, Census Tract 7013.04, Los Angeles County, California","377","174","338","160","39","63",
"1500000US060377014021","Block Group 1, Census Tract 7014.02, Los Angeles County, California","1727","563","249","149","1478","573",
"1500000US060377014022","Block Group 2, Census Tract 7014.02, Los Angeles County, California","1961","559","0","13","1961","559",
"1500000US060377014023","Block Group 3, Census Tract 7014.02, Los Angeles County, California","1389","568","151","122","1238","556",
"1500000US060377014024","Block Group 4, Census Tract 7014.02, Los Angeles County, California","801","290","203","213","598","229",
"1500000US060377015011","Block Group 1, Census Tract 7015.01, Los Angeles County, California","1625","423","427","255","1198","415",
"1500000US060377015012","Block Group 2, Census Tract 7015.01, Los Angeles County, California","1160","344","88","89","1072","338",
"1500000US060377015013","Block Group 3, Census Tract 7015.01, Los Angeles County, California","2421","550","655","406","1766","464",
"1500000US060377015021","Block Group 1, Census Tract 7015.02, Los Angeles County, California","844","209","229","148","615","153",
"1500000US060377015022","Block Group 2, Census Tract 7015.02, Los Angeles County, California","1067","349","71","50","996","347",
"1500000US060377015023","Block Group 3, Census Tract 7015.02, Los Angeles County, California","1173","333","383","266","790","243",
"1500000US060377016011","Block Group 1, Census Tract 7016.01, Los Angeles County, California","534","252","337","102","197","235",
"1500000US060377016012","Block Group 2, Census Tract 7016.01, Los Angeles County, California","1747","394","1000","323","747","261",
"1500000US060377016013","Block Group 3, Census Tract 7016.01, Los Angeles County, California","856","289","597","289","259","145",
"1500000US060377016014","Block Group 4, Census Tract 7016.01, Los Angeles County, California","1057","273","635","222","422","194",
"1500000US060377016021","Block Group 1, Census Tract 7016.02, Los Angeles County, California","1702","570","678","285","1024","538",
"1500000US060377016022","Block Group 2, Census Tract 7016.02, Los Angeles County, California","1287","305","393","182","894","297",
"1500000US060377016023","Block Group 3, Census Tract 7016.02, Los Angeles County, California","1046","404","348","296","698","431",
"1500000US060377017011","Block Group 1, Census Tract 7017.01, Los Angeles County, California","557","213","203","91","354","200",
"1500000US060377017012","Block Group 2, Census Tract 7017.01, Los Angeles County, California","1423","535","157","85","1266","537",
"1500000US060377017013","Block Group 3, Census Tract 7017.01, Los Angeles County, California","1525","289","542","223","983","226",
"1500000US060377017021","Block Group 1, Census Tract 7017.02, Los Angeles County, California","1147","399","323","285","824","305",
"1500000US060377017022","Block Group 2, Census Tract 7017.02, Los Angeles County, California","1006","367","63","59","943","370",
"1500000US060377017023","Block Group 3, Census Tract 7017.02, Los Angeles County, California","966","222","37","55","929","216",
"1500000US060377018011","Block Group 1, Census Tract 7018.01, Los Angeles County, California","675","287","146","147","529","257",
"1500000US060377018012","Block Group 2, Census Tract 7018.01, Los Angeles County, California","1070","473","728","436","342","350",
"1500000US060377018013","Block Group 3, Census Tract 7018.01, Los Angeles County, California","2373","528","244","146","2129","506",
"1500000US060377018014","Block Group 4, Census Tract 7018.01, Los Angeles County, California","2751","682","208","164","2543","707",
"1500000US060377018021","Block Group 1, Census Tract 7018.02, Los Angeles County, California","1533","409","172","106","1361","407",
"1500000US060377018022","Block Group 2, Census Tract 7018.02, Los Angeles County, California","986","287","406","168","580","267",
"1500000US060377018023","Block Group 3, Census Tract 7018.02, Los Angeles County, California","1065","367","158","85","907","363",
"1500000US060377018024","Block Group 4, Census Tract 7018.02, Los Angeles County, California","962","501","325","290","637","430",
"1500000US060377019021","Block Group 1, Census Tract 7019.02, Los Angeles County, California","2802","459","32","49","2770","460",
"1500000US060377019022","Block Group 2, Census Tract 7019.02, Los Angeles County, California","973","450","0","13","973","450",
"1500000US060377019023","Block Group 3, Census Tract 7019.02, Los Angeles County, California","1125","318","168","114","957","320",
"1500000US060377020021","Block Group 1, Census Tract 7020.02, Los Angeles County, California","1230","323","174","108","1056","311",
"1500000US060377020022","Block Group 2, Census Tract 7020.02, Los Angeles County, California","1695","452","343","187","1352","429",
"1500000US060377020023","Block Group 3, Census Tract 7020.02, Los Angeles County, California","1758","335","146","90","1612","341",
"1500000US060377020024","Block Group 4, Census Tract 7020.02, Los Angeles County, California","1566","367","452","225","1114","365",
"1500000US060377021021","Block Group 1, Census Tract 7021.02, Los Angeles County, California","998","220","310","155","688","168",
"1500000US060377021022","Block Group 2, Census Tract 7021.02, Los Angeles County, California","484","208","173","128","311","172",
"1500000US060377021023","Block Group 3, Census Tract 7021.02, Los Angeles County, California","907","284","336","213","571","293",
"1500000US060377021024","Block Group 4, Census Tract 7021.02, Los Angeles County, California","1246","710","144","88","1102","706",
"1500000US060377021025","Block Group 5, Census Tract 7021.02, Los Angeles County, California","536","173","159","120","377","167",
"1500000US060377021026","Block Group 6, Census Tract 7021.02, Los Angeles County, California","651","225","202","173","449","198",
"1500000US060377021027","Block Group 7, Census Tract 7021.02, Los Angeles County, California","1066","236","62","62","1004","224",
"1500000US060377022011","Block Group 1, Census Tract 7022.01, Los Angeles County, California","980","312","189","131","791","336",
"1500000US060377022012","Block Group 2, Census Tract 7022.01, Los Angeles County, California","678","343","350","256","328","221",
"1500000US060377022013","Block Group 3, Census Tract 7022.01, Los Angeles County, California","836","303","401","233","435","276",
"1500000US060377022014","Block Group 4, Census Tract 7022.01, Los Angeles County, California","592","178","251","142","341","155",
"1500000US060377022015","Block Group 5, Census Tract 7022.01, Los Angeles County, California","1028","548","648","515","380","188",
"1500000US060377022021","Block Group 1, Census Tract 7022.02, Los Angeles County, California","888","204","262","138","626","195",
"1500000US060377022022","Block Group 2, Census Tract 7022.02, Los Angeles County, California","814","218","465","171","349","176",
"1500000US060377022023","Block Group 3, Census Tract 7022.02, Los Angeles County, California","525","201","493","203","32","50",
"1500000US060377022024","Block Group 4, Census Tract 7022.02, Los Angeles County, California","939","206","870","210","69","79",
"1500000US060377022025","Block Group 5, Census Tract 7022.02, Los Angeles County, California","866","221","203","100","663","221",
"1500000US060377023001","Block Group 1, Census Tract 7023, Los Angeles County, California","1432","528","518","214","914","495",
"1500000US060377023002","Block Group 2, Census Tract 7023, Los Angeles County, California","1329","321","827","279","502","251",
"1500000US060377023003","Block Group 3, Census Tract 7023, Los Angeles County, California","1060","335","690","300","370","180",
"1500000US060377023004","Block Group 4, Census Tract 7023, Los Angeles County, California","1221","389","505","168","716","383",
"1500000US060377023005","Block Group 5, Census Tract 7023, Los Angeles County, California","1538","419","1173","365","365","244",
"1500000US060377024001","Block Group 1, Census Tract 7024, Los Angeles County, California","1331","384","521","215","810","355",
"1500000US060377024002","Block Group 2, Census Tract 7024, Los Angeles County, California","823","296","332","252","491","181",
"1500000US060377024003","Block Group 3, Census Tract 7024, Los Angeles County, California","800","187","168","119","632","184",
"1500000US060377024004","Block Group 4, Census Tract 7024, Los Angeles County, California","807","251","592","251","215","95",
"1500000US060377024005","Block Group 5, Census Tract 7024, Los Angeles County, California","694","228","281","175","413","178",
"1500000US060377025011","Block Group 1, Census Tract 7025.01, Los Angeles County, California","659","222","184","141","475","233",
"1500000US060377025012","Block Group 2, Census Tract 7025.01, Los Angeles County, California","631","242","242","115","389","249",
"1500000US060377025013","Block Group 3, Census Tract 7025.01, Los Angeles County, California","1059","279","438","208","621","288",
"1500000US060377025014","Block Group 4, Census Tract 7025.01, Los Angeles County, California","1862","483","1277","376","585","340",
"1500000US060377025015","Block Group 5, Census Tract 7025.01, Los Angeles County, California","911","426","608","237","303","388",
"1500000US060377025021","Block Group 1, Census Tract 7025.02, Los Angeles County, California","1138","408","891","314","247","303",
"1500000US060377025022","Block Group 2, Census Tract 7025.02, Los Angeles County, California","1052","238","778","202","274","188",
"1500000US060377025023","Block Group 3, Census Tract 7025.02, Los Angeles County, California","2196","543","1420","498","776","355",
"1500000US060377026001","Block Group 1, Census Tract 7026, Los Angeles County, California","700","231","383","186","317","219",
"1500000US060377026002","Block Group 2, Census Tract 7026, Los Angeles County, California","1120","389","905","394","215","221",
"1500000US060377026003","Block Group 3, Census Tract 7026, Los Angeles County, California","824","289","455","241","369","191",
"1500000US060377026004","Block Group 4, Census Tract 7026, Los Angeles County, California","1869","503","1478","441","391","365",
"1500000US060377026005","Block Group 5, Census Tract 7026, Los Angeles County, California","666","428","666","428","0","13",
"1500000US060377026006","Block Group 6, Census Tract 7026, Los Angeles County, California","1713","484","1633","490","80","63",
"1500000US060377027001","Block Group 1, Census Tract 7027, Los Angeles County, California","878","223","764","236","114","99",
"1500000US060377027002","Block Group 2, Census Tract 7027, Los Angeles County, California","884","168","637","122","247","128",
"1500000US060377027003","Block Group 3, Census Tract 7027, Los Angeles County, California","633","204","572","196","61","53",
"1500000US060377027004","Block Group 4, Census Tract 7027, Los Angeles County, California","1084","340","735","170","349","325",
"1500000US060377028011","Block Group 1, Census Tract 7028.01, Los Angeles County, California","2215","896","953","734","1262","463",
"1500000US060377028012","Block Group 2, Census Tract 7028.01, Los Angeles County, California","1114","290","699","267","415","204",
"1500000US060377028013","Block Group 3, Census Tract 7028.01, Los Angeles County, California","1255","429","798","342","457","304",
"1500000US060377028021","Block Group 1, Census Tract 7028.02, Los Angeles County, California","1051","178","328","84","723","178",
"1500000US060377028022","Block Group 2, Census Tract 7028.02, Los Angeles County, California","1214","321","597","157","617","323",
"1500000US060377028031","Block Group 1, Census Tract 7028.03, Los Angeles County, California","699","257","37","31","662","255",
"1500000US060377028032","Block Group 2, Census Tract 7028.03, Los Angeles County, California","1230","313","262","230","968","265",
"1500000US060377028033","Block Group 3, Census Tract 7028.03, Los Angeles County, California","998","221","494","194","504","181",
"1500000US060377029001","Block Group 1, Census Tract 7029, Los Angeles County, California","2253","833","0","13","2253","833",
"1500000US060377029002","Block Group 2, Census Tract 7029, Los Angeles County, California","2567","669","0","13","2567","669",
"1500000US060377029003","Block Group 3, Census Tract 7029, Los Angeles County, California","2831","1052","0","13","2831","1052",
"1500000US060377029004","Block Group 4, Census Tract 7029, Los Angeles County, California","1704","602","538","246","1166","532",
"1500000US060377030021","Block Group 1, Census Tract 7030.02, Los Angeles County, California","808","289","342","176","466","237",
"1500000US060377030022","Block Group 2, Census Tract 7030.02, Los Angeles County, California","1556","707","1154","688","402","227",
"1500000US060377030023","Block Group 3, Census Tract 7030.02, Los Angeles County, California","3065","782","2012","594","1053","496",
"1500000US060377030024","Block Group 4, Census Tract 7030.02, Los Angeles County, California","1371","387","1371","387","0","13",
"1500000US060377030031","Block Group 1, Census Tract 7030.03, Los Angeles County, California","2506","521","647","248","1859","508",
"1500000US060377030032","Block Group 2, Census Tract 7030.03, Los Angeles County, California","1892","486","1427","486","465","200",
"1500000US060377030033","Block Group 3, Census Tract 7030.03, Los Angeles County, California","396","225","377","230","19","27",
"1500000US060377030034","Block Group 4, Census Tract 7030.03, Los Angeles County, California","1423","655","1088","637","335","186",
"1500000US060377031001","Block Group 1, Census Tract 7031, Los Angeles County, California","340","229","340","229","0","13",
"1500000US060377031002","Block Group 2, Census Tract 7031, Los Angeles County, California","1105","470","1066","461","39","65",
"1500000US060377031003","Block Group 3, Census Tract 7031, Los Angeles County, California","1352","678","1248","694","104","135",
"1500000US060377031004","Block Group 4, Census Tract 7031, Los Angeles County, California","1374","771","709","719","665","350",
"1500000US060377031005","Block Group 5, Census Tract 7031, Los Angeles County, California","801","384","453","345","348","222",
"1500000US060377031006","Block Group 6, Census Tract 7031, Los Angeles County, California","1286","466","704","482","582","397",
"1500000US060377032001","Block Group 1, Census Tract 7032, Los Angeles County, California","941","322","610","302","331","227",
"1500000US060377032002","Block Group 2, Census Tract 7032, Los Angeles County, California","1038","698","759","645","279","329",
"1500000US060377032003","Block Group 3, Census Tract 7032, Los Angeles County, California","722","351","554","279","168","239",
"1500000US060377032004","Block Group 4, Census Tract 7032, Los Angeles County, California","688","313","584","285","104","112",
"1500000US060377032005","Block Group 5, Census Tract 7032, Los Angeles County, California","678","297","639","289","39","40",
"1500000US060377032006","Block Group 6, Census Tract 7032, Los Angeles County, California","877","353","709","302","168","177",
"1500000US060378001011","Block Group 1, Census Tract 8001.01, Los Angeles County, California","3652","501","3196","552","456","329",
"1500000US060378001012","Block Group 2, Census Tract 8001.01, Los Angeles County, California","2092","550","2050","549","42","50",
"1500000US060378001031","Block Group 1, Census Tract 8001.03, Los Angeles County, California","2921","1089","2282","1116","639","388",
"1500000US060378001032","Block Group 2, Census Tract 8001.03, Los Angeles County, California","586","205","496","228","90","85",
"1500000US060378001041","Block Group 1, Census Tract 8001.04, Los Angeles County, California","3475","741","2439","358","1036","669",
"1500000US060378002021","Block Group 1, Census Tract 8002.02, Los Angeles County, California","1143","431","964","395","179","223",
"1500000US060378002022","Block Group 2, Census Tract 8002.02, Los Angeles County, California","794","283","748","281","46","71",
"1500000US060378002023","Block Group 3, Census Tract 8002.02, Los Angeles County, California","4113","696","3188","724","925","580",
"1500000US060378002041","Block Group 1, Census Tract 8002.04, Los Angeles County, California","2167","437","1702","421","465","213",
"1500000US060378002042","Block Group 2, Census Tract 8002.04, Los Angeles County, California","2110","421","1558","316","552","328",
"1500000US060378002051","Block Group 1, Census Tract 8002.05, Los Angeles County, California","2289","443","661","222","1628","463",
"1500000US060378002052","Block Group 2, Census Tract 8002.05, Los Angeles County, California","1559","448","681","241","878","382",
"1500000US060378002061","Block Group 1, Census Tract 8002.06, Los Angeles County, California","2219","467","1968","450","251","186",
"1500000US060378002062","Block Group 2, Census Tract 8002.06, Los Angeles County, California","1410","378","1309","364","101","148",
"1500000US060378003241","Block Group 1, Census Tract 8003.24, Los Angeles County, California","1165","316","973","344","192","231",
"1500000US060378003242","Block Group 2, Census Tract 8003.24, Los Angeles County, California","2134","586","2000","561","134","159",
"1500000US060378003243","Block Group 3, Census Tract 8003.24, Los Angeles County, California","2047","689","1740","667","307","329",
"1500000US060378003244","Block Group 4, Census Tract 8003.24, Los Angeles County, California","1486","374","1127","343","359","270",
"1500000US060378003251","Block Group 1, Census Tract 8003.25, Los Angeles County, California","1887","464","1657","468","230","127",
"1500000US060378003252","Block Group 2, Census Tract 8003.25, Los Angeles County, California","1664","407","1499","412","165","88",
"1500000US060378003281","Block Group 1, Census Tract 8003.28, Los Angeles County, California","1205","263","967","262","238","171",
"1500000US060378003331","Block Group 1, Census Tract 8003.33, Los Angeles County, California","2035","254","650","210","1385","309",
"1500000US060378003341","Block Group 1, Census Tract 8003.34, Los Angeles County, California","671","304","653","308","18","29",
"1500000US060378003342","Block Group 2, Census Tract 8003.34, Los Angeles County, California","1752","502","1155","452","597","547",
"1500000US060378003343","Block Group 3, Census Tract 8003.34, Los Angeles County, California","1532","733","1419","702","113","192",
"1500000US060378003351","Block Group 1, Census Tract 8003.35, Los Angeles County, California","1077","213","880","218","197","119",
"1500000US060378003352","Block Group 2, Census Tract 8003.35, Los Angeles County, California","1887","275","1767","264","120","82",
"1500000US060378003353","Block Group 3, Census Tract 8003.35, Los Angeles County, California","824","297","516","192","308","236",
"1500000US060378003354","Block Group 4, Census Tract 8003.35, Los Angeles County, California","805","218","761","218","44","41",
"1500000US060378003361","Block Group 1, Census Tract 8003.36, Los Angeles County, California","2496","918","2282","876","214","295",
"1500000US060378003362","Block Group 2, Census Tract 8003.36, Los Angeles County, California","1541","495","1541","495","0","13",
"1500000US060378003371","Block Group 1, Census Tract 8003.37, Los Angeles County, California","1392","489","185","143","1207","521",
"1500000US060378003372","Block Group 2, Census Tract 8003.37, Los Angeles County, California","2432","573","1208","406","1224","484",
"1500000US060378003381","Block Group 1, Census Tract 8003.38, Los Angeles County, California","1083","310","1005","310","78","97",
"1500000US060378003382","Block Group 2, Census Tract 8003.38, Los Angeles County, California","1659","664","1496","644","163","185",
"1500000US060378003383","Block Group 3, Census Tract 8003.38, Los Angeles County, California","1142","275","1142","275","0","13",
"1500000US060378003384","Block Group 4, Census Tract 8003.38, Los Angeles County, California","1399","385","1061","374","338","250",
"1500000US060378003385","Block Group 5, Census Tract 8003.38, Los Angeles County, California","1099","341","599","236","500","351",
"1500000US060378004061","Block Group 1, Census Tract 8004.06, Los Angeles County, California","1047","303","762","202","285","263",
"1500000US060378004062","Block Group 2, Census Tract 8004.06, Los Angeles County, California","861","219","600","173","261","132",
"1500000US060378004101","Block Group 1, Census Tract 8004.10, Los Angeles County, California","1180","165","990","189","190","116",
"1500000US060378004111","Block Group 1, Census Tract 8004.11, Los Angeles County, California","1954","767","1668","732","286","358",
"1500000US060378004112","Block Group 2, Census Tract 8004.11, Los Angeles County, California","995","286","754","279","241","240",
"1500000US060378004121","Block Group 1, Census Tract 8004.12, Los Angeles County, California","910","453","727","452","183","199",
"1500000US060378004122","Block Group 2, Census Tract 8004.12, Los Angeles County, California","2748","578","2424","590","324","240",
"1500000US060378005041","Block Group 1, Census Tract 8005.04, Los Angeles County, California","2153","397","1499","334","654","266",
"1500000US060378005061","Block Group 1, Census Tract 8005.06, Los Angeles County, California","1416","476","1123","460","293","234",
"1500000US060378005062","Block Group 2, Census Tract 8005.06, Los Angeles County, California","240","86","173","89","67","38",
"1500000US060378005063","Block Group 3, Census Tract 8005.06, Los Angeles County, California","1564","415","1313","393","251","193",
"1500000US060379001021","Block Group 1, Census Tract 9001.02, Los Angeles County, California","761","177","572","161","189","107",
"1500000US060379001031","Block Group 1, Census Tract 9001.03, Los Angeles County, California","1689","518","1059","444","630","389",
"1500000US060379001032","Block Group 2, Census Tract 9001.03, Los Angeles County, California","2756","790","1748","717","1008","472",
"1500000US060379001033","Block Group 3, Census Tract 9001.03, Los Angeles County, California","1950","827","1418","830","532","273",
"1500000US060379001041","Block Group 1, Census Tract 9001.04, Los Angeles County, California","1895","581","1432","520","463","303",
"1500000US060379001042","Block Group 2, Census Tract 9001.04, Los Angeles County, California","2080","821","1251","453","829","704",
"1500000US060379001043","Block Group 3, Census Tract 9001.04, Los Angeles County, California","2107","598","1750","521","357","314",
"1500000US060379003011","Block Group 1, Census Tract 9003.01, Los Angeles County, California","3857","704","2332","627","1525","701",
"1500000US060379005011","Block Group 1, Census Tract 9005.01, Los Angeles County, California","1592","487","1107","486","485","283",
"1500000US060379005012","Block Group 2, Census Tract 9005.01, Los Angeles County, California","3930","1088","2375","1025","1555","580",
"1500000US060379005013","Block Group 3, Census Tract 9005.01, Los Angeles County, California","2282","639","1665","549","617","253",
"1500000US060379005041","Block Group 1, Census Tract 9005.04, Los Angeles County, California","1526","522","279","224","1247","469",
"1500000US060379005042","Block Group 2, Census Tract 9005.04, Los Angeles County, California","2957","573","2207","513","750","379",
"1500000US060379005043","Block Group 3, Census Tract 9005.04, Los Angeles County, California","2364","541","1635","458","729","444",
"1500000US060379005051","Block Group 1, Census Tract 9005.05, Los Angeles County, California","2267","701","1394","510","873","646",
"1500000US060379005052","Block Group 2, Census Tract 9005.05, Los Angeles County, California","2031","410","1219","346","812","416",
"1500000US060379005061","Block Group 1, Census Tract 9005.06, Los Angeles County, California","2334","407","1178","318","1156","329",
"1500000US060379005062","Block Group 2, Census Tract 9005.06, Los Angeles County, California","2454","593","1565","577","889","367",
"1500000US060379005081","Block Group 1, Census Tract 9005.08, Los Angeles County, California","2226","464","1528","438","698","283",
"1500000US060379005082","Block Group 2, Census Tract 9005.08, Los Angeles County, California","1834","320","1433","342","401","232",
"1500000US060379005091","Block Group 1, Census Tract 9005.09, Los Angeles County, California","2451","613","1942","613","509","319",
"1500000US060379005092","Block Group 2, Census Tract 9005.09, Los Angeles County, California","1088","598","178","291","910","518",
"1500000US060379005093","Block Group 3, Census Tract 9005.09, Los Angeles County, California","701","434","250","172","451","426",
"1500000US060379005101","Block Group 1, Census Tract 9005.10, Los Angeles County, California","1708","754","547","383","1161","738",
"1500000US060379005102","Block Group 2, Census Tract 9005.10, Los Angeles County, California","1113","465","240","165","873","444",
"1500000US060379005103","Block Group 3, Census Tract 9005.10, Los Angeles County, California","909","372","560","387","349","315",
"1500000US060379006021","Block Group 1, Census Tract 9006.02, Los Angeles County, California","2628","464","1997","473","631","342",
"1500000US060379006022","Block Group 2, Census Tract 9006.02, Los Angeles County, California","2813","634","1384","615","1429","423",
"1500000US060379006061","Block Group 1, Census Tract 9006.06, Los Angeles County, California","3039","743","1330","441","1709","702",
"1500000US060379006062","Block Group 2, Census Tract 9006.06, Los Angeles County, California","1685","645","10","16","1675","647",
"1500000US060379006071","Block Group 1, Census Tract 9006.07, Los Angeles County, California","1389","375","375","293","1014","388",
"1500000US060379006072","Block Group 2, Census Tract 9006.07, Los Angeles County, California","2777","1082","1741","679","1036","942",
"1500000US060379006081","Block Group 1, Census Tract 9006.08, Los Angeles County, California","2316","353","1462","252","854","369",
"1500000US060379006082","Block Group 2, Census Tract 9006.08, Los Angeles County, California","1740","840","1249","805","491","276",
"1500000US060379006091","Block Group 1, Census Tract 9006.09, Los Angeles County, California","953","362","435","319","518","257",
"1500000US060379006092","Block Group 2, Census Tract 9006.09, Los Angeles County, California","2452","514","1383","513","1069","401",
"1500000US060379006093","Block Group 3, Census Tract 9006.09, Los Angeles County, California","1390","419","593","308","797","327",
"1500000US060379006101","Block Group 1, Census Tract 9006.10, Los Angeles County, California","1214","517","951","512","263","240",
"1500000US060379006102","Block Group 2, Census Tract 9006.10, Los Angeles County, California","1785","550","1112","429","673","372",
"1500000US060379006111","Block Group 1, Census Tract 9006.11, Los Angeles County, California","3048","1078","1467","782","1581","881",
"1500000US060379006112","Block Group 2, Census Tract 9006.11, Los Angeles County, California","1901","1070","886","985","1015","456",
"1500000US060379007011","Block Group 1, Census Tract 9007.01, Los Angeles County, California","1301","429","276","135","1025","427",
"1500000US060379007012","Block Group 2, Census Tract 9007.01, Los Angeles County, California","1089","460","344","169","745","445",
"1500000US060379007013","Block Group 3, Census Tract 9007.01, Los Angeles County, California","1032","312","484","259","548","242",
"1500000US060379007014","Block Group 4, Census Tract 9007.01, Los Angeles County, California","1017","267","598","252","419","211",
"1500000US060379007031","Block Group 1, Census Tract 9007.03, Los Angeles County, California","2065","574","0","13","2065","574",
"1500000US060379007032","Block Group 2, Census Tract 9007.03, Los Angeles County, California","1271","325","623","243","648","275",
"1500000US060379007033","Block Group 3, Census Tract 9007.03, Los Angeles County, California","2053","789","523","293","1530","734",
"1500000US060379007041","Block Group 1, Census Tract 9007.04, Los Angeles County, California","2059","412","0","13","2059","412",
"1500000US060379007042","Block Group 2, Census Tract 9007.04, Los Angeles County, California","1297","373","40","38","1257","371",
"1500000US060379007051","Block Group 1, Census Tract 9007.05, Los Angeles County, California","1381","503","1194","487","187","153",
"1500000US060379007052","Block Group 2, Census Tract 9007.05, Los Angeles County, California","1987","477","502","216","1485","447",
"1500000US060379007053","Block Group 3, Census Tract 9007.05, Los Angeles County, California","844","524","0","13","844","524",
"1500000US060379008041","Block Group 1, Census Tract 9008.04, Los Angeles County, California","2206","573","563","197","1643","555",
"1500000US060379008042","Block Group 2, Census Tract 9008.04, Los Angeles County, California","1742","422","1039","345","703","362",
"1500000US060379008051","Block Group 1, Census Tract 9008.05, Los Angeles County, California","1144","292","931","278","213","193",
"1500000US060379008052","Block Group 2, Census Tract 9008.05, Los Angeles County, California","2152","398","1198","449","954","483",
"1500000US060379008053","Block Group 3, Census Tract 9008.05, Los Angeles County, California","1861","1077","1595","1093","266","127",
"1500000US060379008061","Block Group 1, Census Tract 9008.06, Los Angeles County, California","2090","458","105","101","1985","461",
"1500000US060379008062","Block Group 2, Census Tract 9008.06, Los Angeles County, California","2372","399","460","302","1912","414",
"1500000US060379008071","Block Group 1, Census Tract 9008.07, Los Angeles County, California","1193","539","973","483","220","271",
"1500000US060379008072","Block Group 2, Census Tract 9008.07, Los Angeles County, California","2818","792","1425","568","1393","680",
"1500000US060379008081","Block Group 1, Census Tract 9008.08, Los Angeles County, California","2665","684","913","563","1752","682",
"1500000US060379008082","Block Group 2, Census Tract 9008.08, Los Angeles County, California","2606","1794","1676","1725","930","492",
"1500000US060379009011","Block Group 1, Census Tract 9009.01, Los Angeles County, California","1701","648","498","238","1203","676",
"1500000US060379009012","Block Group 2, Census Tract 9009.01, Los Angeles County, California","1385","501","958","360","427","405",
"1500000US060379009021","Block Group 1, Census Tract 9009.02, Los Angeles County, California","1065","227","985","233","80","65",
"1500000US060379009022","Block Group 2, Census Tract 9009.02, Los Angeles County, California","390","127","314","122","76","58",
"1500000US060379010031","Block Group 1, Census Tract 9010.03, Los Angeles County, California","0","13","0","13","0","13",
